









Frequency of observations in the selected location(s).:
Number of taxa: 	477

	Jan				Feb				Mar				Apr				May				Jun				Jul				Aug				Sep				Oct				Nov				Dec				
White-tipped Dove	0.2409639	0.2526455	0.2111801	0.2319749	0.2264151	0.186747	0.1644005	0.1904762	0.1701389	0.1722114	0.2091743	0.1884253	0.1937984	0.1930586	0.1431535	0.1596639	0.1984283	0.1624242	0.1975309	0.192582	0.2125693	0.2083333	0.2245322	0.2633279	0.2398524	0.2545455	0.1850534	0.2258065	0.2035831	0.1911038	0.2372263	0.2567873	0.2636816	0.2368065	0.2132565	0.2481752	0.25	0.2767599	0.245283	0.238247	0.243973	0.2409382	0.2711497	0.257882	0.2150411	0.2659314	0.2550505	0.2157996	
Eared Dove	0.7842278	0.7724868	0.8059006	0.7889237	0.7798742	0.748494	0.7824475	0.727422	0.7152778	0.7005871	0.6348624	0.5437416	0.496124	0.4859002	0.4875519	0.4319328	0.453831	0.4315152	0.4526749	0.4593438	0.4861368	0.60625	0.5509356	0.5896607	0.5719557	0.6236364	0.633452	0.6873449	0.737785	0.7281713	0.7445255	0.7782805	0.7694859	0.7834912	0.7766571	0.8039625	0.7683824	0.7733848	0.8083416	0.8055777	0.8322083	0.8230277	0.8112798	0.7938561	0.8178613	0.8051471	0.7588384	0.7418112	
pigeon/dove sp.	0.0021906	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0065898	0.0018248	0.0011312	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010661	0.0	0.0	0.0	0.0	0.0	0.0	
Guira Cuckoo	0.1566265	0.1706349	0.1754658	0.1577847	0.1430818	0.1174699	0.091471	0.1050903	0.125	0.1311155	0.1155963	0.1049798	0.0833333	0.1127983	0.1286307	0.0907563	0.0825147	0.1236364	0.1069959	0.0998573	0.0961183	0.1041667	0.1018711	0.0936995	0.0867159	0.1018182	0.094306	0.1129032	0.0928339	0.0691928	0.100365	0.0972851	0.1011609	0.1001353	0.1037464	0.1199166	0.1127451	0.1080039	0.123138	0.1513944	0.1938284	0.1695096	0.1898048	0.1535974	0.1492362	0.1715686	0.125	0.128131	
Greater Ani	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0041152	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Smooth-billed Ani	0.0010953	0.0	0.0	0.0	0.0015723	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0015	0.0015	
Striped Cuckoo	0.0032859	0.0092593	0.0046584	0.0041797	0.0062893	0.0	0.0	0.0	0.0015	0.0019569	0.0	0.0015	0.0	0.0	0.0	0.0016807	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0016474	0.0018248	0.0	0.0	0.0	0.0	0.0	0.0061275	0.0163934	0.0158888	0.0167331	0.0298939	0.010661	0.0086768	0.0088925	0.0094007	0.0098039	0.0126263	0.0086705	
Ash-colored Cuckoo	0.0328587	0.0396825	0.0139752	0.0104493	0.0015723	0.001506	0.0012361	0.0049261	0.0069444	0.0039139	0.0073394	0.0040377	0.0015	0.0015	0.0041494	0.0	0.0058939	0.0	0.0	0.0	0.0	0.0	0.004158	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010428	0.0012255	0.002893	0.0039722	0.0063745	0.0125362	0.0074627	0.010846	0.004042	0.012926	0.0269608	0.0164141	0.017341	
Common Squirrel-Cuckoo	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0013459	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Dark-billed Cuckoo	0.060241	0.026455	0.015528	0.0240334	0.0314465	0.0105422	0.0160692	0.0180624	0.0121528	0.0097847	0.0055046	0.0148048	0.0096899	0.0043384	0.0020747	0.0016807	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0016584	0.0	0.0	0.0010428	0.0015	9.643E-4	0.0069513	0.0159363	0.0443587	0.0447761	0.0498915	0.0743735	0.0564042	0.0845588	0.0631313	0.0414258	
Yellow-billed Cuckoo	0.0010953	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Nacunda Nighthawk	0.0010953	0.0	0.0015	0.0015	0.0	0.0	0.0012361	0.0	0.0	0.0019569	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0016584	0.0013532	0.0015	0.0062565	0.0012255	0.0	0.0	7.968E-4	9.643E-4	0.0021322	0.0010846	0.0	0.0	0.0	0.0	0.0	
Common Nighthawk	0.0	0.0	0.0	0.0	0.0015723	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	
Little Nightjar	0.0	0.0	0.0	0.0	0.0	0.0195783	0.0333745	0.0262726	0.0052083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	9.643E-4	9.93E-4	0.0	0.0	0.0	0.0	0.0016168	0.0011751	0.0	0.0012626	0.0	
Band-winged Nightjar	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0013459	0.0	0.0021692	0.0	0.0	0.0019646	0.0	0.0	0.0	0.0	0.0	0.0	0.0016155	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0014409	0.004171	0.002451	0.0	0.0	0.0	0.0015	0.0	0.0	0.0016168	0.0	0.0	0.0	0.0	
Scissor-tailed Nightjar	0.0032859	0.0	0.0015528	0.0020899	0.0	0.003012	0.0024722	0.001642	0.0	0.0117417	0.0036697	0.0026918	0.001938	0.0065076	0.0020747	0.005042	0.0019646	0.0	0.0020576	0.0	0.0	0.0	0.0	0.0016155	0.0	0.0018182	0.0	0.0015	0.0	0.0	0.0	0.0	0.0016584	0.0027064	0.0100865	0.0208551	0.0147059	0.0048216	0.0029791	0.0031873	0.0038573	0.0170576	0.0173536	0.0194018	0.0047004	0.0012255	0.0037879	0.0015	
Caprimulgus sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
nightjar sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0016807	0.0	0.0012121	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012255	0.0	0.0	0.0	0.0	0.0	0.0010846	0.0	0.0	0.0	0.0	0.0	
Common Potoo	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0355699	0.0	0.0	0.0	0.0	
Chaetura sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0020747	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
swift sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0020747	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Red-tailed Comet	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Blue-tufted Starthroat	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.001938	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0017794	0.0	0.0015	0.0181219	0.0015	0.0	0.0	0.0	0.0	0.0010428	0.0	0.0	0.0	0.0	0.0	0.0010661	0.0	0.0	0.0	0.0	0.0012626	0.0	
Glittering-bellied Emerald	0.3997809	0.3888889	0.3773292	0.4200627	0.418239	0.4246988	0.4313968	0.3858785	0.3888889	0.3816047	0.3431193	0.2462988	0.2674419	0.208243	0.1327801	0.0537815	0.0235756	0.04	0.0246914	0.0171184	0.0295749	0.0229167	0.018711	0.0177706	0.0110701	0.0109091	0.0142349	0.0124069	0.0114007	0.0049423	0.0255474	0.0282805	0.0679934	0.1271989	0.2334294	0.3733055	0.4301471	0.463838	0.4568024	0.438247	0.466731	0.45629	0.4815618	0.4098626	0.3948296	0.4448529	0.415404	0.3535645	
White-throated Hummingbird	0.0043812	0.0013228	0.0046584	0.0062696	0.0141509	0.0075301	0.0061805	0.001642	0.0034722	0.0019569	0.0055046	0.0013459	0.001938	0.0043384	0.0020747	0.0	0.0019646	0.0024242	0.0061728	0.0028531	0.0055453	0.0015	0.002079	0.006462	0.0147601	0.0127273	0.0071174	0.0173697	0.0276873	0.0181219	0.0091241	0.0033937	0.0033167	0.0054127	0.0028818	0.0020855	0.0036765	0.0019286	0.0029791	0.0023904	0.0019286	0.0031983	0.0075922	0.0024252	0.0035253	0.0015	0.0025253	0.0028902	
Gilded Hummingbird	0.2343921	0.2777778	0.2220497	0.2392894	0.2767296	0.2093373	0.2014833	0.2233169	0.2621528	0.2465753	0.2733945	0.2624495	0.2616279	0.2516269	0.2759336	0.2941176	0.2357564	0.2618182	0.2674897	0.2596291	0.2476895	0.2375	0.2619543	0.2810985	0.2380074	0.2418182	0.1690391	0.2121588	0.1970684	0.2257002	0.2007299	0.2545249	0.2752902	0.2976996	0.2636888	0.2773723	0.2720588	0.270974	0.2512413	0.2613546	0.2719383	0.2761194	0.3015184	0.2780922	0.2632197	0.3088235	0.2992424	0.2186898	
hummingbird sp.	0.0120482	0.0132275	0.007764	0.0052247	0.0125786	0.0105422	0.0123609	0.0114943	0.0104167	0.0117417	0.0110092	0.0148048	0.005814	0.0086768	0.0145228	0.0033613	0.0078585	0.0060606	0.0041152	0.0085592	0.0147874	0.0083333	0.02079	0.0145396	0.0073801	0.0054545	0.0124555	0.0099256	0.0032573	0.0032949	0.0054745	0.010181	0.0033167	0.0094723	0.0129683	0.0072993	0.004902	0.0067502	0.0099305	0.0095618	0.0086789	0.0117271	0.0086768	0.0097009	0.0141011	0.0159314	0.0088384	0.004817	
Spotted Rail	0.007667	0.0026455	0.0	0.0031348	0.0	0.0	0.0012361	0.0	0.0	0.0	0.0018349	0.0	0.0	0.0	0.0	0.0	0.0	0.0024242	0.0015	0.0071327	0.0	0.0	0.0	0.0	0.001845	0.0	0.0017794	0.0	0.0	0.0	0.0	0.0011312	0.0	0.0	0.0	0.0010428	0.0085784	0.0019286	0.0168818	0.0071713	0.0115718	0.0138593	0.010846	0.0056589	0.0011751	0.004902	0.0037879	0.0057803	
Plumbeous Rail	0.0854326	0.0833333	0.0916149	0.1024033	0.0896226	0.064759	0.0432633	0.0755337	0.0520833	0.0958904	0.0715596	0.0820996	0.0658915	0.0845987	0.0829876	0.0655462	0.1001965	0.0654545	0.0720165	0.0955777	0.116451	0.10625	0.1205821	0.1114701	0.1051661	0.1072727	0.0747331	0.0942928	0.0879479	0.0658979	0.0985401	0.1052036	0.1077944	0.0757781	0.0936599	0.0917623	0.0833333	0.1022179	0.102284	0.098008	0.1157184	0.0948827	0.1041215	0.0970089	0.0846063	0.1115196	0.0959596	0.0809249	
Ash-throated Crake	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Giant Wood-Rail	0.075575	0.0780423	0.0729814	0.0794148	0.077044	0.0587349	0.0420272	0.0755337	0.0833333	0.1037182	0.0770642	0.0794078	0.0426357	0.0455531	0.0435685	0.0487395	0.0589391	0.0460606	0.0329218	0.0413695	0.051756	0.0708333	0.0810811	0.0597738	0.097786	0.06	0.0622776	0.0868486	0.0749186	0.0461285	0.080292	0.10181	0.1144279	0.0920162	0.0677233	0.0855057	0.0992647	0.0945034	0.102284	0.0780876	0.0973963	0.0916844	0.1225597	0.12692	0.1128085	0.1066176	0.0909091	0.0703276	
Gray-cowled Wood-Rail	0.1128149	0.1203704	0.1195652	0.1065831	0.0880503	0.0978916	0.0778739	0.0722496	0.1128472	0.1056751	0.0788991	0.1036339	0.0949612	0.0694143	0.0622407	0.0588235	0.0569745	0.0739394	0.100823	0.0827389	0.0979667	0.0541667	0.0810811	0.1211632	0.1291513	0.1	0.0765125	0.0942928	0.0830619	0.0658979	0.1021898	0.091629	0.0978441	0.0730717	0.0821326	0.1303441	0.1102941	0.0906461	0.1181728	0.0796813	0.1137898	0.0831557	0.1041215	0.1018593	0.092832	0.1151961	0.1300505	0.1040462	
wood-rail sp.	0.0015	0.0	0.0	0.0	0.0	0.001506	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002079	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012255	0.0	0.0	0.0	9.643E-4	0.0010661	0.0	8.084E-4	0.0	0.0012255	0.0	0.0	
Spot-flanked Gallinule	0.1062432	0.1005291	0.0916149	0.1024033	0.0943396	0.0798193	0.0778739	0.0738916	0.0763889	0.0782779	0.0513761	0.0740242	0.0523256	0.0433839	0.0746888	0.0705882	0.0805501	0.1018182	0.0576132	0.0613409	0.0591497	0.0979167	0.0893971	0.0678514	0.099631	0.1072727	0.0978648	0.1401985	0.1205212	0.1037891	0.1843066	0.1911765	0.1923715	0.1826793	0.1700288	0.1835245	0.1875	0.1976856	0.1886792	0.1816733	0.2111861	0.1769723	0.1843818	0.1665319	0.1057579	0.1090686	0.1224747	0.0741811	
Common Gallinule	0.3231106	0.3624339	0.3400621	0.338558	0.3207547	0.246988	0.2385661	0.2955665	0.2690972	0.3365949	0.2715596	0.2812921	0.3081395	0.2993492	0.2946058	0.2907563	0.302554	0.2751515	0.2777778	0.296719	0.3401109	0.325	0.3388773	0.3457189	0.3948339	0.42	0.3718861	0.4193548	0.3485342	0.3179572	0.399635	0.3993213	0.3648425	0.3437077	0.370317	0.3607925	0.3504902	0.3664417	0.3684211	0.3649402	0.3982642	0.3496802	0.3665944	0.3427648	0.3043478	0.3333333	0.3093434	0.2870906	
Red-fronted Coot	0.177437	0.1785714	0.1645963	0.1703239	0.1918239	0.1521084	0.1483313	0.1707718	0.15625	0.18591	0.1486239	0.1655451	0.1453488	0.1409978	0.1224066	0.1411765	0.1532417	0.129697	0.1728395	0.128388	0.1829945	0.1666667	0.1767152	0.2180937	0.2435424	0.24	0.1939502	0.248139	0.2361564	0.1746293	0.2664234	0.2341629	0.2106136	0.1786198	0.2089337	0.1835245	0.1911765	0.2140791	0.2085402	0.2199203	0.222758	0.2185501	0.2147505	0.2118027	0.1786134	0.2132353	0.1767677	0.128131	
Red-gartered Coot	0.2552026	0.2526455	0.2142857	0.2142111	0.2484277	0.2228916	0.2113721	0.228243	0.2309028	0.2622309	0.2238532	0.1897712	0.1782946	0.1691974	0.1950207	0.1798319	0.1709234	0.1672727	0.1954733	0.1740371	0.2014787	0.1979167	0.1954262	0.1857835	0.2250923	0.2090909	0.227758	0.2245658	0.2117264	0.1878089	0.2427007	0.2307692	0.1973466	0.1853857	0.2074928	0.2022941	0.2107843	0.2150434	0.2462761	0.2533865	0.2613308	0.238806	0.2407809	0.2465643	0.2209166	0.245098	0.2171717	0.1531792	
White-winged Coot	0.2420591	0.2433862	0.2065217	0.2298851	0.259434	0.2078313	0.1681088	0.1724138	0.1423611	0.1369863	0.1394495	0.12786	0.1531008	0.1475054	0.1099585	0.1327731	0.1434185	0.1078788	0.1481481	0.1383738	0.1645102	0.1479167	0.1704782	0.1647819	0.2158672	0.2418182	0.2135231	0.2320099	0.2442997	0.2042834	0.2810219	0.2341629	0.2106136	0.1989175	0.240634	0.2398332	0.245098	0.2555448	0.2284012	0.2669323	0.2757956	0.2729211	0.2700651	0.2425222	0.2244418	0.2622549	0.2171717	0.2013487	
coot sp.	0.0087623	0.015873	0.0139752	0.0083595	0.0188679	0.0090361	0.0123609	0.0164204	0.0104167	0.0097847	0.0110092	0.0094213	0.0096899	0.0130152	0.0062241	0.005042	0.0078585	0.0145455	0.0164609	0.0042796	0.0147874	0.0145833	0.008316	0.0113086	0.0110701	0.0072727	0.0035587	0.0099256	0.0211726	0.0065898	0.0127737	0.0192308	0.0049751	0.0067659	0.0057637	0.008342	0.0061275	0.0096432	0.0158888	0.0135458	0.0154291	0.0042644	0.010846	0.0105093	0.0070505	0.0159314	0.0063131	0.0038536	
Purple Gallinule	0.0087623	0.0079365	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001938	0.0021692	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0023904	0.0048216	0.0031983	0.0086768	0.0080841	0.0035253	0.0098039	0.0037879	0.0038536	
moorhen/coot/gallinule sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012407	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Red-and-white Crake	0.0219058	0.0132275	0.0139752	0.0104493	0.0015723	0.001506	0.0074166	0.0164204	0.0190972	0.0117417	0.0183486	0.0215343	0.0174419	0.021692	0.0082988	0.0033613	0.0176817	0.0121212	0.0164609	0.0128388	0.0314233	0.01875	0.035343	0.0193861	0.0147601	0.0109091	0.0053381	0.0074442	0.0228013	0.0181219	0.020073	0.0361991	0.0248756	0.02977	0.0129683	0.012513	0.0147059	0.0202507	0.0178749	0.0119522	0.0096432	0.0181237	0.010846	0.0161681	0.0070505	0.0208333	0.020202	0.0115607	
Speckled Rail	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.968E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Yellow-breasted Crake	0.0	0.0	0.015528	0.0041797	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Rufous-sided Crake	0.0635268	0.0767196	0.0636646	0.0386625	0.0440252	0.0391566	0.0333745	0.047619	0.0555556	0.0528376	0.0678899	0.0524899	0.0562016	0.1062907	0.093361	0.0941176	0.0962672	0.0690909	0.0967078	0.0941512	0.0924214	0.1041667	0.1122661	0.1082391	0.0904059	0.0618182	0.0320285	0.0905707	0.0635179	0.0527183	0.0985401	0.1187783	0.1028192	0.0987821	0.1037464	0.0917623	0.0845588	0.0732883	0.061569	0.0733068	0.0848602	0.0767591	0.0639913	0.0590137	0.0517039	0.0661765	0.0694444	0.0491329	
Red-and-white/Rufous-sided Crake	0.0	0.0013228	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0011312	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Dot-winged Crake	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0015	0.0	0.0	0.0	
rail/crake sp.	0.0010953	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0017794	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.084E-4	0.0	0.0	0.0	0.0	
Limpkin	0.3384447	0.3703704	0.3245342	0.3615465	0.3396226	0.2891566	0.2620519	0.3366174	0.2864583	0.3228963	0.3192661	0.3216689	0.3100775	0.3362256	0.2925311	0.3092437	0.2278978	0.2436364	0.244856	0.2439372	0.2421442	0.2270833	0.2827443	0.2633279	0.3191882	0.2727273	0.2366548	0.3176179	0.2785016	0.2701812	0.3175182	0.3371041	0.3250415	0.32341	0.314121	0.3263816	0.3137255	0.3095468	0.3326713	0.314741	0.340405	0.336887	0.3383948	0.327405	0.2808461	0.3455882	0.3308081	0.3140655	
Snowy Sheathbill	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0021692	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Black-necked Stilt	0.033954	0.0515873	0.0481366	0.0647858	0.0534591	0.0376506	0.0309023	0.0279146	0.0086806	0.0176125	0.0073394	0.0148048	0.0174419	0.0238612	0.0186722	0.0201681	0.0314342	0.0230303	0.0473251	0.0271041	0.0314233	0.04375	0.014553	0.0193861	0.0387454	0.0272727	0.0213523	0.016129	0.029316	0.0362438	0.0383212	0.0294118	0.0348259	0.0338295	0.0403458	0.0427529	0.0490196	0.045323	0.0436941	0.0541833	0.0597878	0.0458422	0.0520607	0.0307195	0.0411281	0.0539216	0.0328283	0.039499	
American Oystercatcher	0.0010953	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0011312	0.0	0.0013532	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
American Golden-Plover	0.0021906	0.0013228	0.0	0.0010449	0.0	0.0	0.0012361	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0014265	0.0	0.0015	0.0	0.0016155	0.001845	0.0036364	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.643E-4	0.0015	7.968E-4	0.0	0.0015	0.0021692	8.084E-4	0.0	0.0	0.0	0.0	
Rufous-chested Dotterel	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0019569	0.0	0.0	0.0	0.0	0.0	0.0033613	0.0039293	0.0015	0.0061728	0.0057061	0.0036969	0.0020833	0.0	0.003231	0.0055351	0.0036364	0.0015	0.0037221	0.0016287	0.0016474	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Semipalmated Plover	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0019569	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0010846	0.0	0.0011751	0.0	0.0	0.0	
Southern Lapwing	0.305586	0.3452381	0.318323	0.30721	0.2688679	0.246988	0.1866502	0.2331691	0.2326389	0.2152642	0.2036697	0.179004	0.2170543	0.2581345	0.2489627	0.2218487	0.2200393	0.2557576	0.2880658	0.2553495	0.2902033	0.3145833	0.2910603	0.3182553	0.3468635	0.3490909	0.3327402	0.3883375	0.3794788	0.3591433	0.3941606	0.3778281	0.384743	0.3721245	0.3991354	0.3524505	0.3529412	0.3780135	0.3644489	0.3338645	0.3944069	0.3464819	0.345987	0.3354891	0.2914219	0.3676471	0.3320707	0.2630058	
