









Frequency of observations in the selected location(s).:
Number of taxa: 	477

	Jan				Feb				Mar				Apr				May				Jun				Jul				Aug				Sep				Oct				Nov				Dec				
grebe sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0032949	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0011751	0.0	0.0	0.0	
Magellanic Penguin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Southern Giant-Petrel	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Southern/Northern Giant-Petrel	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0018248	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
White-chinned Petrel	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Maguari Stork	0.0580504	0.0582011	0.0621118	0.0950888	0.0896226	0.0527108	0.0482077	0.0591133	0.0434028	0.037182	0.0348624	0.0605653	0.0949612	0.0585683	0.0497925	0.0369748	0.0884086	0.0509091	0.0164609	0.0442225	0.0406654	0.1208333	0.1538462	0.1357027	0.097786	0.06	0.0569395	0.1054591	0.1237785	0.0757825	0.1149635	0.0904977	0.1144279	0.1096076	0.0951009	0.1115746	0.1066176	0.0925747	0.0804369	0.0964143	0.1243973	0.0820896	0.1019523	0.0937753	0.0646298	0.0588235	0.0378788	0.0539499	
Wood Stork	0.0120482	0.0066138	0.007764	0.0083595	0.0062893	0.0090361	0.0111248	0.0082102	0.0086806	0.0273973	0.0220183	0.0174966	0.0077519	0.0	0.0124481	0.010084	0.0039293	0.0157576	0.0020576	0.0057061	0.0018484	0.00625	0.0	0.0048465	0.0073801	0.0145455	0.0017794	0.0024814	0.0016287	0.0	0.0	0.0	0.0049751	0.0013532	0.0	0.0010428	0.002451	0.0	0.0019861	0.0031873	0.0163934	0.0309168	0.0303688	0.0105093	0.0117509	0.0232843	0.0113636	0.0077071	
Magnificent Frigatebird	0.0	0.0013228	0.0015	0.0015	0.0	0.001506	0.0	0.0098522	0.0	0.0078278	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0054127	0.0	0.0	0.0	0.0	0.0	0.0023904	0.0	0.0015	0.0	8.084E-4	0.0	0.0015	0.0012626	0.0015	
Anhinga	0.0460022	0.0304233	0.0419255	0.0292581	0.0283019	0.0512048	0.0358467	0.0262726	0.0399306	0.0391389	0.0256881	0.0242261	0.0290698	0.0303688	0.0435685	0.0403361	0.0176817	0.0230303	0.0164609	0.0342368	0.0221811	0.0041667	0.010395	0.0016155	0.001845	0.0	0.0071174	0.0049628	0.0016287	0.0016474	0.0072993	0.0015	0.0049751	0.0094723	0.0043228	0.0114703	0.0085784	0.0154291	0.0307845	0.0374502	0.0347155	0.0309168	0.0206074	0.0250606	0.0258519	0.0318627	0.0315657	0.0279383	
Neotropic Cormorant	0.4687842	0.5026455	0.4611801	0.4420063	0.418239	0.3704819	0.3065513	0.3119869	0.3055556	0.3776908	0.306422	0.320323	0.3507752	0.3535792	0.3008299	0.2773109	0.3084479	0.2533333	0.2592593	0.2767475	0.2532348	0.2791667	0.3388773	0.3408724	0.3597786	0.3890909	0.3914591	0.4863524	0.4299674	0.4184514	0.4963504	0.4932127	0.4709784	0.4709066	0.4841499	0.5265902	0.5208333	0.533269	0.5362463	0.5091633	0.536162	0.489339	0.510846	0.4939369	0.4441833	0.504902	0.4785354	0.4585742	
cormorant sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0011751	0.0	0.0	0.0	
White-faced Ibis	0.0854326	0.0925926	0.1257764	0.1065831	0.1037736	0.061747	0.0593325	0.0706076	0.0729167	0.0450098	0.0568807	0.0915209	0.0426357	0.032538	0.0518672	0.0218487	0.0235756	0.0181818	0.037037	0.0342368	0.0184843	0.0541667	0.04158	0.0484653	0.0516605	0.0290909	0.0480427	0.0595533	0.034202	0.0329489	0.0310219	0.0328054	0.0497512	0.0663058	0.0518732	0.084463	0.0772059	0.0896818	0.0943396	0.0948207	0.0848602	0.0586354	0.0737527	0.0679062	0.0705053	0.0833333	0.0808081	0.0934489	
Bare-faced Ibis	0.0985761	0.0873016	0.0822981	0.0950888	0.081761	0.0858434	0.1038319	0.0935961	0.0954861	0.0841487	0.0550459	0.1009421	0.0542636	0.0585683	0.0560166	0.0672269	0.0471513	0.0448485	0.0493827	0.0499287	0.0240296	0.0708333	0.0873181	0.0500808	0.0369004	0.0509091	0.0818505	0.0434243	0.0309446	0.029654	0.0529197	0.0531674	0.1077944	0.1041949	0.1210375	0.1240876	0.1029412	0.1253616	0.1400199	0.1386454	0.1340405	0.1172708	0.1041215	0.087308	0.0881316	0.1213235	0.0959596	0.1069364	
Plumbeous Ibis	0.0010953	0.005291	0.0	0.0015	0.0	0.0	0.0	0.0015	0.0	0.0	0.0018349	0.0013459	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0090909	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010661	0.0015	8.084E-4	0.0015	0.0012255	0.0025253	9.634E-4	
Theristicus sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
ibis sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0019646	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012407	0.0	0.0	0.0	0.0	0.0	0.0013532	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Roseate Spoonbill	0.0361446	0.031746	0.0403727	0.0397074	0.0455975	0.0406627	0.0247219	0.0262726	0.0295139	0.0313112	0.0220183	0.0282638	0.0310078	0.0281996	0.026971	0.0084034	0.0039293	0.0060606	0.0041152	0.0	0.0	0.0020833	0.004158	0.003231	0.0	0.0036364	0.0	0.0012407	0.004886	0.0	0.0	0.0022624	0.0033167	0.0081191	0.0115274	0.0281543	0.0171569	0.0183221	0.0278054	0.0270916	0.0414658	0.0149254	0.0422993	0.0210186	0.0094007	0.0147059	0.020202	0.0096339	
Rufescent Tiger-Heron	0.2387733	0.2367725	0.2251553	0.2727273	0.25	0.2183735	0.2076638	0.2807882	0.2534722	0.2739726	0.2513761	0.2637954	0.2674419	0.2451193	0.2157676	0.2285714	0.2259332	0.2581818	0.2654321	0.2582026	0.271719	0.2625	0.3305613	0.3150242	0.3671587	0.2854545	0.2437722	0.366005	0.2931596	0.2635914	0.350365	0.3393665	0.3300166	0.3031123	0.2853026	0.2919708	0.2990196	0.3134041	0.3038729	0.2645418	0.3018322	0.2697228	0.2765727	0.2497979	0.2338425	0.2352941	0.2449495	0.2042389	
Pinnated Bittern	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Stripe-backed Bittern	0.0065717	0.0039683	0.0093168	0.0083595	0.0015	0.0105422	0.0271941	0.0164204	0.0034722	0.0039139	0.0015	0.0	0.003876	0.0043384	0.0015	0.0015	0.0	0.0	0.0	0.0	0.0018484	0.0	0.0	0.0	0.001845	0.0	0.0	0.0	0.0	0.0065898	0.0018248	0.0067873	0.0066335	0.0081191	0.0144092	0.0020855	0.004902	0.0067502	0.0019861	0.0039841	0.0048216	0.0085288	0.016269	0.0016168	0.0023502	0.002451	0.0012626	0.0077071	
Black-crowned Night Heron	0.1829135	0.1970899	0.2127329	0.2048067	0.1965409	0.1445783	0.1100124	0.1133005	0.0694444	0.0821918	0.0495413	0.051144	0.0523256	0.0520607	0.0788382	0.0773109	0.0530452	0.0521212	0.0349794	0.0570613	0.0425139	0.0520833	0.0602911	0.0290792	0.0405904	0.1054545	0.088968	0.0756824	0.0651466	0.0790774	0.0912409	0.1153846	0.0679934	0.082544	0.1383285	0.1595412	0.1740196	0.2237223	0.2264151	0.1968127	0.2343298	0.1865672	0.1984816	0.2206952	0.1962397	0.2156863	0.1906566	0.1676301	
Whistling Heron	0.1084337	0.0952381	0.113354	0.1337513	0.1242138	0.0783133	0.0580964	0.0722496	0.0520833	0.0430528	0.0458716	0.0484522	0.0290698	0.0629067	0.0435685	0.0151261	0.0333988	0.0254545	0.0452675	0.0256776	0.0240296	0.0479167	0.022869	0.0597738	0.0627306	0.0327273	0.0498221	0.057072	0.0618893	0.0527183	0.0748175	0.0791855	0.079602	0.0541272	0.0907781	0.0875912	0.0772059	0.1195757	0.0873883	0.0972112	0.1022179	0.0884861	0.0878525	0.0905416	0.0787309	0.0747549	0.0707071	0.0510597	
Snowy Egret	0.3877327	0.4166667	0.3773292	0.3814002	0.3694969	0.314759	0.2620519	0.3267652	0.2725694	0.3013699	0.2623853	0.2530283	0.251938	0.2646421	0.2676349	0.2369748	0.1866405	0.1721212	0.1893004	0.1540656	0.1645102	0.1958333	0.2245322	0.2051696	0.1826568	0.1818182	0.1903915	0.2506203	0.1628664	0.1746293	0.2463504	0.2454751	0.2089552	0.2801083	0.2536023	0.2877998	0.2965686	0.3182257	0.3227408	0.3003984	0.3413693	0.2953092	0.3481562	0.3435732	0.3243243	0.3639706	0.3333333	0.3699422	
Striated Heron	0.0898138	0.0621693	0.0776398	0.0783699	0.0833333	0.0963855	0.0766378	0.0821018	0.0555556	0.0332681	0.0330275	0.0363392	0.0135659	0.010846	0.0103734	0.0033613	0.0019646	0.0145455	0.0061728	0.0057061	0.0	0.0041667	0.006237	0.0	0.0015	0.0	0.0017794	0.0	0.004886	0.0	0.0036496	0.0022624	0.0015	0.0013532	0.0086455	0.0156413	0.0183824	0.0231437	0.0575968	0.0629482	0.0973963	0.0703625	0.0791757	0.0743735	0.0740306	0.0955882	0.0770202	0.0568401	
Western Cattle-Egret	0.0460022	0.0251323	0.0590062	0.0376176	0.0345912	0.0286145	0.0197775	0.0311987	0.03125	0.0195695	0.0238532	0.0174966	0.0155039	0.0065076	0.0186722	0.005042	0.0	0.0072727	0.0041152	0.0014265	0.0092421	0.0041667	0.004158	0.0129241	0.0147601	0.0	0.0	0.0037221	0.0032573	0.0032949	0.0054745	0.0056561	0.0082919	0.0054127	0.0115274	0.012513	0.0183824	0.0221794	0.0357498	0.0454183	0.0250723	0.0277186	0.037961	0.0291027	0.0282021	0.0147059	0.0378788	0.022158	
Great Egret	0.4644031	0.4656085	0.4270186	0.4336468	0.418239	0.375	0.3065513	0.3743842	0.3819444	0.3913894	0.346789	0.3687752	0.3507752	0.3058568	0.2904564	0.287395	0.302554	0.2824242	0.2757202	0.2981455	0.2865065	0.2895833	0.3513514	0.4054927	0.4077491	0.3472727	0.3202847	0.3846154	0.3403909	0.324547	0.3832117	0.4038462	0.4096186	0.391069	0.4236311	0.4608968	0.4571078	0.4754098	0.4836147	0.450996	0.4975892	0.4690832	0.4750542	0.4607922	0.4065805	0.4546569	0.4368687	0.4055877	
Cocoi Heron	0.2617744	0.2830688	0.2453416	0.2591432	0.2798742	0.2168675	0.2027194	0.2249589	0.2170139	0.295499	0.2422018	0.243607	0.2248062	0.2711497	0.2572614	0.2403361	0.2711198	0.2206061	0.2592593	0.2496434	0.297597	0.2770833	0.3056133	0.3392569	0.3173432	0.2981818	0.2811388	0.3349876	0.276873	0.2405272	0.290146	0.3076923	0.2835821	0.2354533	0.2795389	0.3034411	0.3088235	0.3076181	0.2989076	0.301992	0.3452266	0.2878465	0.3210412	0.2950687	0.2749706	0.3039216	0.2916667	0.2543353	
heron sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001642	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.084E-4	0.0	0.0	0.0	0.0	
Black Vulture	0.0010953	0.0	0.0	0.0	0.0	0.0	0.0	0.001642	0.0052083	0.0019569	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0016155	0.0	0.0	0.0	0.0	0.0	0.0032949	0.0	0.0	0.0049751	0.0015	0.0	0.0	0.0	0.0015	0.0	0.0015936	0.0	0.0010661	0.0015	0.0	0.0	0.0	0.0	0.0	
Turkey Vulture	0.0010953	0.0013228	0.0031056	0.0020899	0.0015723	0.0015	0.0	0.0015	0.0017361	0.0019569	0.0	0.0026918	0.001938	0.0	0.0	0.0	0.0	0.0	0.0020576	0.0	0.0018484	0.0	0.002079	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0031283	0.0036765	0.0038573	0.0	0.0015936	0.0086789	0.0095949	0.010846	0.0097009	0.0023502	0.002451	0.0025253	9.634E-4	
Lesser Yellow-headed Vulture	0.0010953	0.0	0.0015528	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0031283	0.0	0.0	0.0	0.0	9.643E-4	0.0	0.0010846	0.0	0.0	0.0	0.0012626	0.0019268	
Cathartes sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0020576	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010428	0.0	0.0	0.0	0.0	0.0	0.0015	0.0015	0.0	0.0	0.0	0.0	0.0	
Osprey	0.0010953	0.0	0.0	0.0010449	0.0015	0.0	0.0	0.001642	0.0	0.0	0.0	0.0026918	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.643E-4	0.0	7.968E-4	0.0	0.0	0.0021692	0.0	0.0	0.0015	0.0	9.634E-4	
White-tailed Kite	0.0043812	0.0026455	0.0015528	0.0015	0.004717	0.0	0.0012361	0.001642	0.0	0.0039139	0.0015	0.0013459	0.0	0.0021692	0.0015	0.0	0.0	0.0012121	0.0	0.0	0.0055453	0.0	0.006237	0.0016155	0.001845	0.0015	0.0035587	0.0037221	0.0016287	0.0049423	0.0036496	0.0033937	0.0033167	0.0027064	0.0057637	0.008342	0.0073529	0.0038573	0.0069513	0.0047809	0.0077146	0.0010661	0.0086768	0.0048504	0.0105758	0.0110294	0.0025253	9.634E-4	
Swallow-tailed Kite	0.0010953	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0021322	0.0043384	0.0	0.0	0.0	0.0	0.0	
Sharp-shinned Hawk	0.0021906	0.0013228	0.0031056	0.0020899	0.0	0.001506	0.0	0.0	0.0015	0.0019569	0.0073394	0.0026918	0.003876	0.0	0.0	0.0016807	0.0	0.0	0.0020576	0.0015	0.0036969	0.0020833	0.0	0.0015	0.00369	0.0054545	0.0	0.0012407	0.0016287	0.0016474	0.0	0.0	0.0	0.0040595	0.0014409	0.0062565	0.0098039	0.0048216	0.0049652	0.0015936	0.0096432	0.0	0.0032538	0.0015	0.0	0.0012255	0.0012626	0.0019268	
Bicolored Hawk	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0013532	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Accipitrine hawk sp. (former Accipiter sp.)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.084E-4	0.0	0.0	0.0	0.0	
Long-winged Harrier	0.0153341	0.005291	0.0124224	0.0104493	0.0157233	0.0165663	0.0123609	0.0147783	0.0190972	0.0136986	0.0165138	0.0174966	0.0116279	0.0043384	0.0020747	0.0084034	0.0176817	0.0048485	0.0020576	0.0099857	0.0073937	0.0125	0.014553	0.0193861	0.0129151	0.0145455	0.0284698	0.0148883	0.0162866	0.0197694	0.0364964	0.0237557	0.0215589	0.014885	0.0273775	0.0333681	0.0208333	0.0260366	0.019861	0.0103586	0.0163934	0.0181237	0.0151844	0.0121261	0.0070505	0.004902	0.010101	0.0077071	
Cinereous Harrier	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0016807	0.0	0.0	0.0	0.0	0.0	0.0020833	0.002079	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	9.93E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
harrier sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001642	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Plumbeous Kite	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0020747	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010428	0.0	0.0	0.0	0.0	9.643E-4	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	
Crane Hawk	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Black-collared Hawk	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012407	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0058754	0.0	0.0	0.0	
Snail Kite	0.0996714	0.1388889	0.121118	0.1118077	0.1022013	0.0512048	0.0432633	0.0295567	0.0381944	0.035225	0.0330275	0.0201884	0.0251938	0.0195228	0.0145228	0.0168067	0.0235756	0.0181818	0.0329218	0.0171184	0.0055453	0.0229167	0.012474	0.0290792	0.0350554	0.0072727	0.019573	0.0148883	0.0179153	0.0280066	0.0164234	0.0294118	0.0646766	0.0500677	0.0590778	0.0896767	0.0833333	0.1002893	0.1062562	0.1123506	0.1108968	0.0852878	0.1095445	0.0970089	0.06698	0.1004902	0.0833333	0.0732177	
Savanna Hawk	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0013459	0.0	0.0021692	0.0	0.0016807	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0016474	0.0	0.0015	0.0	0.0013532	0.0	0.0	0.0	0.0	9.93E-4	0.0	0.0	0.0	0.0010846	0.0	0.0011751	0.0015	0.0	0.0	
Great Black Hawk	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0017794	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Roadside Hawk	0.1653888	0.2050265	0.1614907	0.1703239	0.1650943	0.1189759	0.1409147	0.1592775	0.1527778	0.1819961	0.2146789	0.2059219	0.2248062	0.2125813	0.1846473	0.1647059	0.1689587	0.1575758	0.1934156	0.2025678	0.2051756	0.2354167	0.2619543	0.276252	0.2859779	0.2654545	0.2064057	0.3002481	0.2149837	0.247117	0.2445255	0.2963801	0.2736318	0.2449256	0.2017291	0.2440042	0.2757353	0.2150434	0.1996028	0.1896414	0.1967213	0.1812367	0.1800434	0.174616	0.13396	0.189951	0.2007576	0.1560694	
Harris's Hawk	0.422782	0.4748677	0.4875776	0.4973877	0.5188679	0.503012	0.4956737	0.5139573	0.5225694	0.5322896	0.5743119	0.5033647	0.5406977	0.5466377	0.5788382	0.5630252	0.5383104	0.5260606	0.5493827	0.5263909	0.5600739	0.5583333	0.6174636	0.5783522	0.5738007	0.5781818	0.544484	0.5880893	0.5586319	0.5469522	0.5437956	0.5882353	0.5190713	0.5439783	0.5014409	0.5151199	0.4938725	0.4860174	0.4200596	0.4159363	0.4503375	0.4200426	0.4056399	0.4009701	0.3830787	0.4105392	0.4090909	0.3737958	
White-tailed Hawk	0.0043812	0.0026455	0.0093168	0.0	0.0031447	0.003012	0.0037083	0.0049261	0.0034722	0.0019569	0.0073394	0.0026918	0.0096899	0.0086768	0.0103734	0.005042	0.0117878	0.0145455	0.0061728	0.0014265	0.0	0.0	0.002079	0.0048465	0.00369	0.0018182	0.0	0.0024814	0.0	0.0032949	0.0	0.0	0.0016584	0.0027064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.084E-4	0.0035253	0.004902	0.0088384	0.0019268	
Variable Hawk	0.0010953	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	
Black-chested Buzzard-Eagle	0.0	0.0015	0.0015	0.0	0.0	0.0	0.0	0.001642	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0033613	0.0	0.0012121	0.0	0.0	0.0	0.0020833	0.0	0.003231	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0015	0.0	0.0	0.0028818	0.0	0.0	0.0	9.93E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Swainson's Hawk	0.007667	0.0039683	0.0031056	0.0094044	0.0204403	0.003012	0.0123609	0.0	0.0086806	0.0039139	0.0	0.0	0.0	0.0043384	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	7.968E-4	0.002893	0.0074627	0.0314534	0.0080841	0.0246769	0.0171569	0.0151515	0.0038536	
American Barn Owl	0.0	0.0	0.0046584	0.0020899	0.0	0.0	0.0015	0.0	0.0	0.0039139	0.0015	0.0015	0.0015	0.0	0.0	0.0015	0.0015	0.0012121	0.0	0.0	0.0015	0.0	0.0	0.0016155	0.0	0.0018182	0.0017794	0.0015	0.0016287	0.0115321	0.0018248	0.0011312	0.0033167	0.0	0.0014409	0.0198123	0.0	9.643E-4	0.0	7.968E-4	0.0015	0.0015	0.0015	0.0	0.0015	0.0012255	0.0	0.0	
Tropical Screech-Owl	0.0032859	0.010582	0.0031056	0.0062696	0.0	0.001506	0.0	0.001642	0.0	0.0039139	0.0	0.0040377	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002079	0.0016155	0.001845	0.0	0.0015	0.0	0.0015	0.0197694	0.0127737	0.030543	0.0049751	0.0015	0.0	0.0093848	0.002451	0.0	9.93E-4	0.0015	0.002893	0.0042644	0.0010846	0.0015	0.0082256	0.0085784	0.0164141	0.0327553	
Great Horned Owl	0.0021906	0.005291	0.0108696	0.0073145	0.0015723	0.0060241	0.0037083	0.001642	0.0017361	0.0156556	0.0055046	0.0013459	0.003876	0.0	0.0	0.005042	0.0039293	0.0084848	0.0041152	0.0028531	0.0240296	0.01875	0.008316	0.0048465	0.00369	0.0381818	0.0480427	0.0322581	0.0309446	0.0214168	0.0291971	0.0248869	0.0033167	0.0054127	0.0115274	0.004171	0.004902	0.0067502	0.0109235	0.0143426	0.002893	0.0095949	0.0065076	0.0137429	0.0058754	0.002451	0.0075758	0.0067437	
