









Frequency of observations in the selected location(s).:
Number of taxa: 	645

	Jan				Feb				Mar				Apr				May				Jun				Jul				Aug				Sep				Oct				Nov				Dec				
Wild Turkey	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.782E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.735E-4	0.0	0.0	
Ring-necked Pheasant	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Indian Peafowl	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	4.782E-4	2.873E-4	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	3.159E-4	
Red Junglefowl	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.147E-4	0.0	0.0	0.0	3.613E-4	6.285E-4	3.846E-4	0.0	0.0	0.0	0.0	4.735E-4	0.0	3.159E-4	
Rock Pigeon	0.3343195	0.3762712	0.4154818	0.3308475	0.3348554	0.3603723	0.3684853	0.3676213	0.3802356	0.4497002	0.4738726	0.4459161	0.4242607	0.4857738	0.4423077	0.4777657	0.392	0.3677531	0.4763194	0.4951801	0.4726776	0.4745403	0.4259259	0.4792148	0.4585674	0.4264544	0.4407966	0.403157	0.4554854	0.4902081	0.4451322	0.4877301	0.4569205	0.4175879	0.4153371	0.4163715	0.4131994	0.3723068	0.3681358	0.393149	0.3815385	0.382862	0.3359592	0.3731179	0.3994239	0.3721591	0.3768898	0.3733418	
Picazuro Pigeon	0.6090976	0.6455206	0.657188	0.5661017	0.5956367	0.5899823	0.5948697	0.609585	0.6106021	0.6462358	0.6642806	0.6666667	0.6197948	0.6571825	0.6445623	0.6952278	0.647	0.603692	0.6941813	0.7133435	0.7015027	0.6732673	0.6633987	0.6743649	0.6769663	0.6443469	0.6824543	0.6638225	0.7076393	0.7037944	0.7084975	0.7489045	0.6737076	0.6758794	0.6592898	0.6627312	0.6719273	0.6437805	0.6213873	0.6345066	0.6515385	0.6618827	0.6709917	0.6518546	0.6586654	0.6382576	0.6506479	0.6459255	
Spot-winged Pigeon	0.220784	0.2358354	0.2527646	0.2054237	0.2135972	0.1710993	0.1673453	0.1776739	0.1727749	0.1505663	0.1524696	0.1602649	0.1599276	0.1616933	0.1651194	0.1822126	0.224	0.2295933	0.2002706	0.1933029	0.192623	0.2128713	0.2303922	0.2263279	0.198736	0.201427	0.2314316	0.2175768	0.2228604	0.1995104	0.2003376	0.1844873	0.2040022	0.1824121	0.1924858	0.171586	0.1841224	0.2180408	0.1961705	0.2023884	0.1992308	0.2123259	0.2349398	0.2232831	0.2198752	0.219697	0.2105832	0.2321541	
Patagioenas sp.	0.0014793	4.843E-4	0.0015	0.0	0.0	0.0	8.143E-4	5.845E-4	0.0	0.0	0.0014316	8.83E-4	0.0	6.94E-4	6.631E-4	0.0032538	5.0E-4	5.769E-4	0.0020298	5.074E-4	0.0020492	0.0014144	0.001634	0.0	0.0	5.488E-4	0.0015	0.0012799	5.744E-4	0.0015	0.0016882	0.0017528	0.0	5.025E-4	0.0	7.871E-4	9.565E-4	2.873E-4	3.613E-4	0.0012571	0.0011538	4.221E-4	4.634E-4	7.345E-4	4.801E-4	4.735E-4	5.4E-4	0.0	
Ruddy Ground Dove	0.0	0.0	0.0010532	6.78E-4	5.074E-4	4.433E-4	4.072E-4	0.0	0.0	0.0	7.158E-4	4.415E-4	0.0	6.94E-4	0.0	0.0	0.0015	8.653E-4	0.0013532	0.0	0.0	0.0	0.0	0.0011547	0.0	5.488E-4	5.382E-4	0.0	0.0	0.0	0.0	4.382E-4	5.559E-4	0.0	5.147E-4	0.0	9.565E-4	5.745E-4	0.0010838	6.285E-4	0.0011538	0.0016885	4.634E-4	7.345E-4	9.602E-4	4.735E-4	0.0	9.476E-4	
Picui Ground Dove	0.1849112	0.1845036	0.1948394	0.1701695	0.1725013	0.1648936	0.1836319	0.1741672	0.1753927	0.1359094	0.166786	0.1677704	0.1581171	0.1436502	0.1730769	0.1453362	0.1815	0.1955581	0.1447903	0.1486555	0.1789617	0.1471004	0.1650327	0.1310624	0.1341292	0.1284303	0.1377826	0.1476109	0.1568064	0.1493268	0.1502532	0.1564417	0.1756531	0.1678392	0.1636644	0.1597796	0.1726447	0.193048	0.1697977	0.1565053	0.1569231	0.1591389	0.1598703	0.1814176	0.1795487	0.1619318	0.1808855	0.1970941	
Blue Ground Dove	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.035E-4	6.94E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
White-tipped Dove	0.0824704	0.0697337	0.0921538	0.0738983	0.0821918	0.0651596	0.0806189	0.0888369	0.0962042	0.0739507	0.0708661	0.0768212	0.067592	0.0770298	0.0915119	0.0791757	0.074	0.0732622	0.1008119	0.0923389	0.0901639	0.0940594	0.0920479	0.0894919	0.0941011	0.1020856	0.098493	0.1045222	0.112579	0.1003672	0.0928531	0.1064855	0.0883824	0.0909548	0.1008749	0.1149154	0.1114299	0.1083022	0.107659	0.1005657	0.1080769	0.1076404	0.1223355	0.1230261	0.0916947	0.1065341	0.1096112	0.102969	
Gray-fronted Dove	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.415E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.072E-4	0.0	0.0	0.0	0.0	0.0	4.266E-4	0.0	0.0	0.0	0.0	0.0	5.025E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
West Peruvian Dove	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.735E-4	0.0	0.0	
Eared Dove	0.6934172	0.7569007	0.7424961	0.6376271	0.6626078	0.6675532	0.6872964	0.6738749	0.6616492	0.6722185	0.6936292	0.6649007	0.6041038	0.6197085	0.561008	0.5845987	0.522	0.4724546	0.5663058	0.5799087	0.6209016	0.645686	0.6051198	0.6160508	0.622191	0.6284303	0.649085	0.6523038	0.716255	0.7288862	0.6949916	0.7594216	0.7115064	0.7140704	0.7128152	0.6977568	0.7345768	0.6983625	0.6856936	0.7049026	0.7161538	0.7311102	0.7062095	0.7370547	0.7407585	0.7414773	0.725162	0.7106759	
pigeon/dove sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.884E-4	0.0	0.0	0.0	7.072E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.692E-4	0.0	0.0	0.0015	4.801E-4	0.0	0.0	0.0015793	
Violet Turaco	0.0	0.0	5.266E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	
Guira Cuckoo	0.2030325	0.1990315	0.2016851	0.1837288	0.1770675	0.1546986	0.1490228	0.1578025	0.1505236	0.1252498	0.1331424	0.1386313	0.1297526	0.1256072	0.1432361	0.1469631	0.1725	0.174214	0.135318	0.1400304	0.1427596	0.1428571	0.1421569	0.1247113	0.1186798	0.1372119	0.1178687	0.1181741	0.1165997	0.0875153	0.1193022	0.101227	0.1083936	0.1150754	0.1075656	0.1153089	0.145385	0.1844298	0.1654624	0.1715902	0.1826923	0.1988181	0.223355	0.2027176	0.2141143	0.2135417	0.2051836	0.2090967	
Greater Ani	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0028633	0.0015	0.0015	0.0	0.0015	5.423E-4	0.0	0.0	0.0015	5.074E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Smooth-billed Ani	0.0	0.0	5.266E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.035E-4	0.0	6.631E-4	5.423E-4	0.0	0.0	6.766E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.873E-4	0.0	0.0	0.0	0.0	4.634E-4	0.0	0.0	4.735E-4	0.0	0.0	
Striped Cuckoo	0.0022189	0.0033898	0.0031596	0.0027119	0.0030441	0.0022163	8.143E-4	0.0011689	0.0019634	6.662E-4	0.0	4.415E-4	0.0	0.0	0.0	0.0	5.0E-4	0.0	0.0	5.074E-4	0.0	7.072E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.559E-4	5.025E-4	0.0	0.0	4.782E-4	0.00632	0.0028902	0.0059711	0.0092308	0.0059097	0.0092678	0.0110173	0.0081613	0.0071023	0.0086393	0.0041061	
Ash-colored Cuckoo	0.0055473	0.0053269	0.0063191	0.0033898	0.0050736	0.001773	0.004886	0.0052601	0.0032723	0.0033311	0.0028633	0.002649	0.001207	0.0013879	6.631E-4	0.0016269	0.001	2.884E-4	0.0013532	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.559E-4	0.0	5.147E-4	0.0	9.565E-4	0.0020109	0.0025289	0.004714	0.0065385	0.0042212	0.010658	0.0084466	0.0057609	0.0132576	0.0102592	0.0101074	
Common Squirrel-Cuckoo	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.158E-4	4.415E-4	0.0	6.94E-4	6.631E-4	0.0015	0.0	5.769E-4	0.0	0.0	0.0027322	7.072E-4	5.447E-4	5.774E-4	0.0035112	0.0010977	0.0021529	0.0029863	0.0028719	0.001224	0.0	4.382E-4	5.559E-4	5.025E-4	0.0015	3.935E-4	0.0	0.0	0.0	3.143E-4	0.0	0.0012664	4.634E-4	0.0	0.0	0.0	0.0	3.159E-4	
Dark-billed Cuckoo	0.0240385	0.0179177	0.0273828	0.0172881	0.0162354	0.0146277	0.0134365	0.0134424	0.0170157	0.0106596	0.0121689	0.0066225	0.0030175	0.0041638	6.631E-4	0.0016269	0.0015	0.0	0.0	0.0	0.0	0.0	5.447E-4	5.774E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0011255	4.382E-4	0.0016676	5.025E-4	0.0	0.0	0.0014347	5.745E-4	0.0032514	0.0157134	0.0296154	0.0232165	0.0430955	0.0433346	0.0408065	0.0426136	0.0383369	0.037271	
Yellow-billed Cuckoo	3.698E-4	0.0	0.0	0.0	5.074E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Nacunda Nighthawk	0.0014793	0.001937	5.266E-4	0.0016949	0.0010147	0.0013298	0.0012215	0.0011689	0.0026178	0.0013324	0.0014316	0.0013245	0.0018105	0.0020819	6.631E-4	5.423E-4	0.0015	0.0015	0.0	0.0	6.831E-4	0.0015	0.0	0.0	0.0	0.0	0.0	0.0015	5.744E-4	0.0	0.0	8.764E-4	0.0016676	0.0025126	0.0041173	0.0027548	0.001913	0.0043091	0.003974	0.0025141	0.0015385	0.0021106	0.0032437	0.0011017	0.0019203	4.735E-4	0.0021598	0.0025268	
Common Nighthawk	3.698E-4	0.0	0.0010532	3.39E-4	0.0	4.433E-4	0.0	0.0011689	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0018951	
Little Nightjar	0.0014793	9.685E-4	0.0015798	0.0016949	0.0	4.433E-4	0.0	5.845E-4	0.0013089	0.0	0.0014316	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0015	0.0	5.025E-4	0.0010293	0.0	0.0	0.0	0.0021676	0.0015713	0.0019231	8.442E-4	0.002317	0.0022035	0.0014402	0.0028409	0.0021598	0.002211	
Band-winged Nightjar	0.0015	0.0015	0.0021064	0.0	5.074E-4	4.433E-4	0.0015	5.845E-4	0.0015	0.0015	0.0021475	4.415E-4	0.0015	0.0	0.0013263	0.0021692	0.0025	8.653E-4	0.0015	5.074E-4	0.0020492	0.0042433	0.0015	5.774E-4	7.022E-4	0.0	0.0015	0.0017065	5.744E-4	6.12E-4	5.627E-4	8.764E-4	0.0011117	5.025E-4	0.0010293	0.0011806	0.0014347	2.873E-4	7.225E-4	9.428E-4	0.0015	0.0015	9.268E-4	0.0015	0.0015	4.735E-4	5.4E-4	0.0	
Scissor-tailed Nightjar	0.0036982	9.685E-4	0.002633	0.0040678	0.0035515	8.865E-4	0.0028502	0.0011689	0.0065445	0.0033311	0.0050107	0.0048565	0.0030175	6.94E-4	6.631E-4	0.0010846	0.0	0.0011537	0.0	0.0	0.0	0.0	0.0010893	0.0	0.0	0.0	5.382E-4	0.0	5.744E-4	0.0	0.0	4.382E-4	0.0011117	0.001005	0.004632	0.0023613	0.0076518	0.0091928	0.0093931	0.0056568	0.0046154	0.0050654	0.0069509	0.0022035	0.0076812	0.0037879	0.0070194	0.0037903	
nightjar sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.266E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.672E-4	0.0	0.0	0.0	0.0	
Common Potoo	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012571	0.0015	0.0	0.0	0.0	4.801E-4	0.0	0.0	0.0	
swift sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.631E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
White-necked Jacobin	0.0	0.0	0.0	0.0	0.0	0.0	4.072E-4	0.0011689	6.545E-4	6.662E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Black Jacobin	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	7.022E-4	0.0	0.0	0.0	0.0	0.0	0.0	8.764E-4	0.0	0.0	0.0015	0.0	9.565E-4	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Green-backed Firecrown	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.423E-4	0.0	2.884E-4	0.0015	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	5.382E-4	0.0	0.0	6.12E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Giant Hummingbird	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Blue-tufted Starthroat	0.0	4.843E-4	5.266E-4	0.0	0.0015	4.433E-4	4.072E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	6.831E-4	7.072E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.382E-4	0.0	0.0	0.0	0.0	0.0	0.0	7.225E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
woodstar sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	
Glittering-bellied Emerald	0.2803254	0.274092	0.2864666	0.2383051	0.2577372	0.295656	0.3346906	0.2355348	0.2408377	0.2018654	0.1925555	0.1589404	0.1194931	0.1145038	0.1007958	0.0520607	0.046	0.0522065	0.0419486	0.0304414	0.0218579	0.0275813	0.0321351	0.0230947	0.0161517	0.0186608	0.01507	0.0209044	0.0252728	0.0208078	0.0208216	0.0249781	0.0361312	0.0582915	0.1049923	0.1578119	0.2204687	0.2263717	0.2239884	0.2357008	0.2423077	0.2384973	0.2664504	0.2695556	0.2400384	0.2339015	0.2591793	0.2782691	
White-throated Hummingbird	0.0595414	0.062954	0.0647709	0.0474576	0.0542872	0.0704787	0.0802117	0.063121	0.0615183	0.0632911	0.059413	0.0556291	0.051901	0.0575989	0.0683024	0.0607375	0.067	0.0625901	0.0886333	0.0644343	0.0628415	0.062942	0.0604575	0.0652425	0.073736	0.0735456	0.0651238	0.0746587	0.085583	0.0899633	0.0748452	0.0771253	0.0767093	0.0753769	0.0720535	0.0724124	0.0674319	0.0606148	0.0520231	0.0556254	0.0565385	0.0502322	0.0546803	0.0672053	0.0489678	0.0497159	0.0550756	0.0631712	
Gilded Hummingbird	0.1279586	0.1196126	0.1337546	0.100678	0.0999493	0.1103723	0.117671	0.0946815	0.1125654	0.1139241	0.1138153	0.1165563	0.1128546	0.1332408	0.1392573	0.1550976	0.13	0.1286415	0.1380244	0.1283612	0.1448087	0.1287129	0.0980392	0.1068129	0.1011236	0.0856202	0.106028	0.1049488	0.1091327	0.1028152	0.0984806	0.1371604	0.1211784	0.1482412	0.1405044	0.136954	0.1410808	0.130135	0.1213873	0.1260214	0.1234615	0.1321233	0.1487488	0.1491003	0.131541	0.1302083	0.1349892	0.1389766	
hummingbird sp.	0.0029586	0.0053269	0.002633	0.0037288	0.0025368	0.0048759	0.0114007	0.0029223	0.0026178	0.0046636	0.0028633	0.003532	0.0030175	0.0013879	0.0039788	5.423E-4	0.003	0.0046149	0.0047361	0.0025368	0.0013661	0.0028289	0.0010893	0.0034642	0.0042135	0.0010977	0.0021529	0.0017065	0.0017231	0.002448	0.0033765	0.0021911	0.0016676	0.0030151	0.0041173	0.0019677	0.0033477	0.0034473	0.0054191	0.0059711	0.005	0.0037991	0.0046339	0.0047741	0.0033605	0.0052083	0.0070194	0.0031586	
Rallus sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.845E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Spotted Rail	0.0014793	9.685E-4	5.266E-4	0.0010169	0.0015221	8.865E-4	8.143E-4	0.0011689	0.0032723	6.662E-4	7.158E-4	0.0015	0.0030175	6.94E-4	6.631E-4	5.423E-4	0.0025	5.769E-4	6.766E-4	0.0020294	6.831E-4	0.0	0.0010893	0.0011547	7.022E-4	0.0027442	0.0	0.0012799	0.0034463	0.00306	0.0011255	4.382E-4	0.0027793	0.0015075	0.001544	0.0019677	0.0071736	0.0051709	0.003974	0.0031427	0.0053846	0.0037991	0.0037071	0.0047741	0.0033605	0.0028409	0.0032397	0.0012634	
Plumbeous Rail	0.0695266	0.0610169	0.0521327	0.0701695	0.065449	0.0625	0.0504886	0.0742256	0.065445	0.0473018	0.0622763	0.0556291	0.062764	0.0506593	0.0616711	0.0601952	0.078	0.0686472	0.0690122	0.0553019	0.0751366	0.0586987	0.0653595	0.0606236	0.0779494	0.0680571	0.073197	0.0674061	0.0568639	0.0636475	0.0855374	0.0701139	0.0672596	0.0643216	0.0674215	0.0665092	0.0784314	0.0749785	0.0614162	0.0820239	0.0792308	0.0692275	0.0736793	0.0657363	0.0643303	0.0677083	0.0691145	0.0704359	
Giant Wood-Rail	0.0373521	0.0469734	0.0505529	0.0311864	0.0365297	0.0288121	0.0280945	0.0397428	0.0543194	0.035976	0.0329277	0.0384106	0.042245	0.0333102	0.0470822	0.0412148	0.0455	0.0380733	0.0446549	0.042618	0.0273224	0.0502122	0.0299564	0.0352194	0.0351124	0.046652	0.0425188	0.040529	0.0453762	0.0452876	0.0489589	0.0486415	0.036687	0.0442211	0.0560988	0.0397481	0.0559541	0.054582	0.0476879	0.0483972	0.0523077	0.0506543	0.0505097	0.0565553	0.0537686	0.0445076	0.0545356	0.0543272	
Gray-cowled Wood-Rail	0.0373521	0.0300242	0.0431806	0.0372881	0.0319635	0.0359043	0.0346091	0.0420807	0.0569372	0.0486342	0.0501074	0.0454746	0.042245	0.0416378	0.0623342	0.037961	0.0425	0.0334583	0.0629229	0.0502283	0.0553279	0.0615276	0.0462963	0.0508083	0.051264	0.0472009	0.0414424	0.0482082	0.0614589	0.0526316	0.0540236	0.0521472	0.0483602	0.0467337	0.0530108	0.0547029	0.0569106	0.0416547	0.0458815	0.0383407	0.0457692	0.0455889	0.0542169	0.0481087	0.0384061	0.047822	0.050216	0.0470625	
wood-rail sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.774E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.634E-4	0.0	0.0	0.0	0.0	0.0	
Spot-flanked Gallinule	0.0255178	0.0246973	0.0194839	0.0138983	0.0208016	0.0132979	0.0114007	0.019287	0.0163613	0.0086609	0.0128848	0.0119205	0.0090525	0.0097155	0.0198939	0.0146421	0.03	0.015287	0.0142084	0.0121766	0.010929	0.0254597	0.0174292	0.017321	0.0210674	0.0257958	0.0199139	0.0264505	0.0212522	0.0269278	0.0292628	0.0341805	0.0344636	0.0542714	0.0391148	0.04329	0.0425634	0.036771	0.0354046	0.0307982	0.0303846	0.0303926	0.0305839	0.0231362	0.0196831	0.0255682	0.0242981	0.0274795	
Common Gallinule	0.0606509	0.0644068	0.0537125	0.0447458	0.04414	0.0412234	0.0496743	0.063121	0.0641361	0.0446369	0.0529707	0.0538631	0.0573325	0.0589868	0.0709549	0.0770065	0.073	0.0602827	0.0798376	0.0710299	0.0901639	0.0954738	0.0724401	0.0871824	0.0884831	0.0960483	0.0990312	0.1087884	0.0959219	0.121175	0.115363	0.1126205	0.1028349	0.1190955	0.1096243	0.0909091	0.1018651	0.102844	0.095737	0.0908234	0.0973077	0.0827353	0.0940686	0.0848329	0.0710514	0.078125	0.0712743	0.0691725	
Red-fronted Coot	0.0632396	0.0610169	0.0526593	0.0633898	0.0700152	0.0505319	0.0500814	0.0818235	0.0706806	0.0473018	0.0558339	0.0538631	0.0621605	0.0534351	0.0477454	0.0645336	0.077	0.0614364	0.0629229	0.0517504	0.0696721	0.0608204	0.0751634	0.0710162	0.0765449	0.0949506	0.0904198	0.0750853	0.066054	0.0826193	0.0838492	0.0692375	0.0661479	0.0753769	0.0679362	0.0617867	0.0679101	0.0738294	0.0668353	0.0732244	0.0538462	0.0650063	0.07924	0.0613294	0.0667307	0.063447	0.0583153	0.0758054	
Red-gartered Coot	0.0883876	0.0823245	0.0700369	0.0823729	0.0862506	0.0718085	0.0679967	0.0911748	0.0831152	0.0579614	0.0701503	0.0684327	0.0850935	0.0693963	0.0689655	0.0667028	0.107	0.0781656	0.0723951	0.0618975	0.0771858	0.0813296	0.08061	0.073903	0.0814607	0.1103183	0.1065662	0.0921502	0.0717978	0.0685435	0.0866629	0.0582822	0.0717065	0.0763819	0.0658775	0.0625738	0.0769967	0.0764148	0.0718931	0.0732244	0.0569231	0.0658506	0.07924	0.0701432	0.074892	0.0752841	0.0777538	0.090019	
White-winged Coot	0.114645	0.0953995	0.0842549	0.0888136	0.0887874	0.0616135	0.0663681	0.0929281	0.072644	0.053964	0.0629921	0.0516556	0.063971	0.0527412	0.056366	0.0569414	0.0805	0.0640323	0.0554804	0.0532725	0.0642077	0.0601132	0.0724401	0.0698614	0.0856742	0.0911087	0.0941873	0.0930034	0.0649052	0.0777234	0.0855374	0.0718668	0.0989439	0.0894472	0.0890376	0.0779221	0.0970827	0.1126113	0.0895954	0.0905091	0.08	0.0865344	0.0959222	0.0907088	0.0888142	0.0999053	0.0842333	0.1111813	
